1	"普段は自律神経とトラウマを見てるが、もみほぐしも受け付けている。
55分3,500円。
自律神経にまつわる施術は、基本的に行わない。
肉体疲労や慰安、肩こり腰痛、頭痛生理痛が主な適応。
昔、スタッフ30人のサロンで指名は上位5人以内だった。
ご予約はDMかラインにてお受けいたします。"	2026/09/26	12	0
2	"もみほぐし、55分3,500円でやってる。
遠隔の3,000円より少しだけ高い設定にした。
見るのは肉体疲労、肩こり腰痛、頭痛生理痛。
自律神経やトラウマの施術は、このメニューでは扱わない。
昔いたサロンでは、スタッフ30人中で指名は上位5人以内だった。
ご予約はDMかラインにてお受けいたします。"	2026/09/27	12	0
3	"琴似でもみほぐしを受け付けている。
55分3,500円、まずはこの価格でテスト中。
自律神経の施術とは別メニュー。
疲れを取りたい、肩と腰が重い、頭痛や生理痛で体がこわばる。そういう人向け。
揉みの腕は、昔スタッフ30人のサロンで指名上位5人以内。
ご予約はDMかラインにてお受けいたします。"	2026/09/28	12	0
4	"自律神経とトラウマの施術とは別に、もみほぐしを始めている。
55分3,500円。
慰安目的でも、肩こり腰痛でも、頭痛生理痛でも大丈夫。
自律神経にまつわる施術は、このメニューでは基本なし。
昔、スタッフ30人のサロンで指名は上位5人以内だった。
ご予約はDMかラインにてお受けいたします。"	2026/09/29	12	0
5	"もみほぐしの案内。
55分3,500円。遠隔より少し高い程度に抑えた。
主な適応は肉体疲労、肩こり腰痛、頭痛生理痛。
自律神経の施術は含まない。体をほぐすだけの時間。
昔いたサロンはスタッフ30人。その中で指名は上位5人以内だった。
ご予約はDMかラインにてお受けいたします。"	2026/09/30	12	0
6	"普段の自律神経・トラウマとは別枠で、もみほぐしをやっている。
55分3,500円のテスト価格。
肩こり腰痛、頭痛生理痛、とにかく疲れた、どれでもいい。
自律神経にまつわる施術は基本的に行わない。
昔、スタッフ30人のサロンで指名は上位5人以内。
ご予約はDMかラインにてお受けいたします。"	2026/10/01	12	0
7	"もみほぐし、55分3,500円。
自律神経の施術は入れない、体の疲れを取るだけのメニュー。
肩こり腰痛、頭痛生理痛、慰安目的に。
昔、スタッフ30人くらいのサロンで指名は上位5人以内だった。
その腕で揉む。
ご予約はDMかラインにてお受けいたします。"	2026/10/02	12	0
