1	"どんな症状で来るか。
札幌市西区で自律神経を見る仕事をしてますが、主訴はこの辺が多いです。
・朝から晩までだるい。寝ても戻らない
・首と肩がずっと固い。ほぐしても翌日には戻ってる
・頭痛。薬を飲む回数が増えてきてる
・めまい、動悸、胸の重さ。検査は異常なし
・親のトラウマで日常や仕事に支障が出ている
・何食べても下痢する
痛みで来た人が、話してるうちにメンタルの話になる事が多いです。
近いのがあった人、DMください。"	2026/08/13	12	4
2	"「あんたのために我慢したのよ」
札幌市西区で自律神経を見る仕事をしてますが、これを言われて育つとトラウマ持ちになる。
俺のせいにしないでよってなる。
結構言う人も多い。
ていうか離婚してくれた方が余程良かったわ。
親に会う予定が入ると、前日から体が重い人。
会った後、数日しんどい人。
案外このトラウマは消せる。人生取り戻せる。
ぜひDMください。"	2026/08/13	13	8
3	"事故のあと、整形外科だけで通ってる人。
札幌市西区で自律神経を見る仕事をしてますが、ウチは整骨院なので交通事故も見てます。
自賠責が適応になれば、負担ゼロで受けられる。
整形外科と併用もできる。どちらか選ぶ必要はない。
あと、事故のケガは後から自律神経症状が出る事がある。
しびれ、吐き気、眠れない。ぶつけた所とは関係なく出てくる。
今その状況の人がいたら声をかけてくれ。
今じゃない人は、記憶の隅に置いといてください。"	2026/08/13	14	12
4	"最初から、回数を減らす前提でやってます。
札幌市西区で自律神経を見る仕事をしてますが、始まりは週1か2回。
良くなれば頻度減らしていく。
たまに良いけど費用的に続けられないという人を見かけますが、最初だけは本気で頑張らないと変われない。
でも回復してきたら金銭負担はめっちゃ減ります。
自然治癒で医療いらずになります。
通い続けるのが前提だと思って止まってる人、DMください。"	2026/08/13	15	16
5	"言い返せるようになるのが目的じゃない。
札幌市西区で自律神経を見てますが
上に回った人が楽になってるのを見た事がない。
出口は対等でいられる状態です。
ただ昔の上下を体が覚えてると
対等な相手にも合わせる側で入ってしまう。
そこは私が除去する。"	2026/08/13	16	20
6	"ガンとか、何か重大な病気なんじゃないかと気になってる人。
札幌市西区で自律神経を見る仕事をしてますが、先に病院行ってください。
そこらのスピった人が潜在意識と会話して「ガンではないと思いますよ」と言ったとして。
それで疑念は消えんし、訴訟問題になる。
ただ、こういうこと聞いてくる事自体迷惑って話ではない。
単純に「先病院で検査して安心しといた方がいいですよ」って程度。"	2026/08/13	17	24
7	"飲み会は楽しいのに、翌日使い物にならなくなる人。
札幌市西区で自律神経を見る仕事をしてますが、人が嫌いなわけじゃない。
その場にいる人の機嫌を気にしてるのかも。
好き嫌いは関係なく、皆の満足度を上げるキャバクラ嬢のように。
これは過剰適応といいます、
親が不機嫌になりやすい人の処世術の。
これは案外減らせます。DMください。
過剰適応持ちは体調悪くなりやすい人が多く、救える場合が多いです。"	2026/08/13	18	28
8	"何を書けばいいか分からなくて、DMを閉じた事がある人。
札幌市西区で自律神経を見る仕事をしてますが、まず「お願いいたします」とだけ送ってくれ。あとは私が聞く。
それでも不安な人は、雛形と相談のやり取りの例を無料noteにまとめてある。プロフィールから読める。
うまく説明できないから後回しにしてる人が本当に多い。
説明はこっちの仕事です。
「お願いいたします」だけDMください。"	2026/08/13	19	32
