1	"大根10円高く買っただけで、何日も引きずる人。
札幌市西区で自律神経を見る仕事をしてますが、これは厄介。
何が何でも損したくないタイプ。
整体でもいる、１回で自律神経完全に消えないと認めない的な人。
DMでもこういう人が来るが、これは助けられない。
治したいより、お金を失いたくないが強いのは無理。
お米高いのは受け入れるのに。
たまにお金出してくれるが解決まで持って行けない。
綺麗事が言えない珍しいケース。"	2026/08/18	18	41
2	"【本人の施術エピソード】"	2026/08/18	19	23
3	"体が良くなった後、どうなるか。
札幌市西区で自律神経を見る仕事をしてますが、道が2つに分かれます。
週1か2回で始まって、そのうち半月に1回くらいになる。
ここまでは同じ。
そこから、そのまま卒業していく人。
もう一つが、常に良い状態でいたいので通い続ける人。
どっちが正しいという話ではないです。
卒業する人は卒業するし、保ちたい人は保ちに来る。
止める時に引き止める事はしません。
どっちにするかは良くなってから決めればいい。"	2026/08/18	20	5
4	"勝手に人に期待して勝手に失望する人がいる。
札幌市西区で自律神経を見てますが、あれはいじめっ子理論。
いじめっ子寄りの人は他人への期待値が高すぎて、そうでもないと勝手に落胆する。
いじめられっ子側はそうならない。
人を等身大で対等に見るので過大にも過小にも見ない。
残業したくないのは普通、持ち帰りしないのも普通。
いじめっ子寄り思想の人は個人事業主した方がいい。
１人で沢山働き沢山稼げばいい。"	2026/08/18	20	47
5	"【本人の施術エピソード】"	2026/08/18	21	29
6	"何を書けばいいか分からず、下書きのまま消したDMがある人。
札幌市西区で自律神経を見る仕事をしてますが、まず「お願いいたします」とだけ送ってくれ。あとは私が聞く。
それでも不安な人は、雛形と相談のやり取りの例を無料noteにまとめてある。プロフィールから読める。
うまく説明できないから後回しにしてる人が本当に多い。
説明はこっちの仕事です。
「お願いいたします」だけDMください。"	2026/08/19	15	24
7	"子どもの頃、親の相談相手だった人。
札幌市西区で自律神経を見る仕事をしてますが、この人たちは頼るのが下手です。
親の不安を聞く側だったので、自分の話をする番が来なかった。
子ども時代が無かったのではなく、親をもう1人分やってた。
大人になっても他人の機嫌を先に読んで動く。
だから人といるだけで疲れる。めっちゃモテますがストレスフル。
なぜか私はそういう人と人間的相性が良い上にメンタルを良い方向に持って行って人生を変える技術を持っている。
ぜひフォローしてDMください。"	2026/08/19	16	42
8	"来てる人の共通点を聞かれるので、正直に答えます。
札幌市西区で自律神経を見る仕事をしてますが、だいたいこの辺です。
・病院で検査しても異常なしと言われ続けてる人
・実家に行った後、親が嫌すぎて数日体調戻らない人
・難病や自律神経失調症の人
・乳幼児がいて、虐待の連鎖を起こしそうな母親
・サプリメントオタクの不調持ち
・道外の人。一度も会わないまま何回もやってる
この中に近いのがあった人、DMください。"	2026/08/19	18	0
9	"子どもが小さくて、自分の用事では家を出られない人へ。
札幌市西区で自律神経を見る仕事をしてますが、来なくてもできる。
オンライン相談という形で電話でヒーリングもやってる。
一度も会った事のない人も、何人もいる。
抱っこで肩が終わってる人が多いが、本体は肩じゃない事の方が多い。
そこは話を聞けば当たりが付く。
預け先が無い、往復の時間が取れない。
それで何年も後回しになる人がいる。
その何年が一番もったいない。
DMで「お願いいたします」だけでいい。あとは私が聞く。"	2026/08/19	19	18
10	"実家の母に「遠隔って電話で何するのさ」と聞かれた。
札幌市西区で自律神経を見る仕事をしてますが、確かにと思った。
親だから結構投稿見てるはずだが、それでも分からんよなと。
やってる事はこう。
先に痛いとこ動かさせてビフォーを取る、メンタル指標の眼球の動きも見ておく。
そのあと話を聞きながら、昔の出来事に今も反応してる分を除去していく。
あとは内臓や脳、背骨などにヒーリング。
受けてる側は何をされてるか分からないと思う。
私も他人にヒーリングされてる時、全く分からん。
だいたい電話で何されてるかなんて誰にもわからん。奇声を発するって訳でもなし。
ジュワワワワ～～～みたいなのは当然無い。
なのでちょいちょい現象確認を入れる。
「肝臓やってみました、今腰痛どうですか？」みたいに。
首の痛みが最初の10から6とかになってれば当たってた、で判断してます。
信じてくれって材料なんて固定投稿のお客様の声しかない、あとDMで返事することと。"	2026/08/19	20	36
