1	"今日来た、緊張するとすぐお腹を下す30代女性。
最初の連絡で「大事な場面ほどトイレから出られない、検査は異常なし」と書いてくれていた。
お腹の薬を出されて終わり、という人が多い。
でも私はまず眼球を見る。ある方向で目の動きが引っかかってた。トラウマ反応が残ってるサインになる。
いつからかを書き出してもらうと、家で常に親の顔色をうかがって、いつ怒られるか身構えてた、と言葉になってきた。
「気を抜くと危ない」を、深層意識がずっと握ったまま。緊張するたび、お腹が真っ先に反応する。
書いてもらった場面に私が当たりをつけて外す。お腹の張りの強さが10から6に。
「失敗したら怒られる」と気を張ってた場面も外して、6から3に。
最後にもう一度目を見ると、引っかかりが消えてた。
お腹が弱いんじゃない。気の張りが、お腹に出てただけ。
そのお腹、私が外す。
こういう話が好きな方フォロー保存お願いいたします。"	2026/06/22	9	0
2	"ふと気づくと、歯を食いしばってる人へ。
日中のパソコン中も、寝てる間も、無意識に噛みしめてる。
ストレスのひとことで片づけられがちだけど、もっと具体的な理由がある。
深層意識が「警戒を解くな」と判断してると、気を抜く瞬間ほど体が力む。
その力の入れどころが、たまたま歯に出てる。
ここで自己診断。
・朝起きると顎が疲れてる
・気づくと肩が上がってる
・呼吸が浅く、ため息が多い
ひとつでも当てはまるなら、ふだんから気が張りっぱなしになってる。
私が見るのは、噛み合わせより「いつから気を抜けなくなったか」。
そこを書き出してくれれば、当たりをつけて外す。
気になる人は、DMをくれ。"	2026/06/22	10	33
3	"今日来た、真夏でも手足が氷みたいに冷たい40代女性。
最初の連絡で「何年も冷えがひどい、検査では異常なし」と書いてくれていた。
冷えは手足の問題だと思われがちだけど、私はまず筋力チェックと眼球を見る。
腕に軽く力を入れてもらうと体がグラグラ。眼球もある方向で引っかかってた。
手足を直接温めても、根っこは変わらない。
そこで血管系を整えると、踏ん張れるようになって、首の張りの痛さが10から6に。
次に眼球の引っかかりの元――ずっと気を張ってきた場面を書き出してもらい、当たりをつけて外す。6から3に。施術の後半で、指先がじわっと温かくなってきた。
冷えの犯人は、手足じゃない。
自律神経の縮こまりと、抱えてきた緊張。そこに当たりをつける。
何年ものの冷えでも、材料を出してくれれば私が下ろす。
こういう話が好きな方フォロー保存お願いいたします。"	2026/06/22	12	7
4	"自律神経を崩しやすい人が、育った家に共通すること↓
・親の機嫌で家の空気が決まった
・本音や弱音を出すと否定された
・「お前のため」と言われて従わされた
・常にいい子・しっかり者を求められた
・安心して気を抜ける時間がなかった
ひとつでも覚えがあるなら、あなたのしんどさは性格じゃない。
そういう家では、気を張り続けるのが生き延びる手段になる。その癖が、大人になった今も自律神経を乱してる。
私が見るのは、今の症状より「どの家で、何を覚えさせられたか」。
当てはまった人、書き出してくれれば私が外す。
こういう話が好きな方フォロー保存お願いいたします。"	2026/06/22	13	40
5	"褒められると、なぜか居心地が悪くなる人へ。
謙遜してるんじゃない。
否定されて育つと、深層意識が「自分には価値がない」を基準にする。
だから褒め言葉が入ってこなくて、「どうせお世辞だ」とはじいてしまう。
その思い込みの元を書き出してくれれば、私が外す。
気になる人は、DMをくれ。"	2026/06/22	15	13
6	"布団に入ると、なぜか目が冴えて眠れない人へ。
疲れてるのに、頭だけ動き続ける。
昔、夜が安心できない時間だった人ほど、横になると無意識に気が張る。
深層意識が「夜こそ警戒」と覚えたまま。
いつから眠れなくなったか書き出してくれれば、私が外す。
気になる人は、DMをくれ。"	2026/06/22	16	47
7	"人と食事をするのが、怖い人へ。
味も分からないくらい緊張して、食べた気がしない。
わがままでも好き嫌いでもない。
食事の場で緊張を強いられた経験――急かされた、残すと怒られた、見られて品定めされた――があると、深層意識が「食べる場は危険」と覚える。
だから人前だと喉が締まって、入っていかない。
私が見るのは、食欲じゃなく「いつ食卓が怖い場所になったか」。
その場面を書き出してくれれば、当たりをつけて外す。
誰かと普通にご飯を食べられる、そこは私がやる。
こういう話が好きな方フォロー保存お願いいたします。"	2026/06/22	18	20
8	"子どもに向き合ってると、急に苦しくなる人へ。
怒鳴りそうになる、逆に固まって動けなくなる。
母親失格なんかじゃない。
自分が子どもの頃にされた対応が、わが子の同じ年齢で勝手によみがえる。
深層意識が当時の場面を再生して、体が当時のまま反応してしまう。
これは意志でこらえても、止まりきらない。
私が見るのは、今の育児より「あなたがされてきた子ども時代」。
その場面を書き出してくれれば、当たりをつけて外す。
子育ての途中で苦しくなる、その連鎖を私が断つ。
こういう話が好きな方フォロー保存お願いいたします。"	2026/06/22	19	53
9	"しんどくても、つい「大丈夫」と言ってしまう人の話をする。
本当は限界なのに、人に頼れない。
弱音を口にした瞬間、なぜか申し訳なさと不安がこみ上げる。
だから笑ってごまかして、家に帰って一人でつぶれる。
これは強いからじゃない。
弱音を出すと困った顔をされた、もっと頑張れと返された――そういう家で育つと、深層意識が「本音は出す場所がない」と覚える。
安全に弱音を出せた経験が、一度もなかっただけ。
私が見るのは、今の我慢より「いつ、誰の前で本音を引っ込めたか」。
その場面を書き出してくれれば、当たりをつけて外す。
ここでは、無理に大丈夫と言わなくていい。弱音ごと、私が引き受ける。
こういう話が好きな方フォロー保存お願いいたします。"	2026/06/22	21	27
10	"外に出ると、人の視線がいちいち気になって疲れる人へ。
自意識過剰じゃない。
見られて品定めされたり、笑われた経験があると、深層意識が「見られる＝危険」と覚える。
だから人混みにいるだけで、勝手に気を張ってヘトヘトになる。
いつからそうなったか書き出してくれれば、私が外す。
気になる人は、DMをくれ。"	2026/06/22	23	0
