1	"子どもの頃に手術か入院をした事がある人。
札幌市西区で自律神経を見る仕事をしてますが、既往を聞くとよく出てきます。
うちでは問診票に手術歴病歴を記入してもらいますが、根っこであることも多い。
その部位の内臓が、今も反応してる事があります。
盲腸を取った跡が、何十年か経って腰に来てたりする。
体だけの話でもない。
親がいない病室で、何をされるか分からないまま待った時間の方が残ってる人もいる。
古い手術痕がある人、DMください。そこも見ます。
ちなみに、足の捻挫が肩こり頭痛の原因になってるケースは異常に多い。"	2026/08/22	15	6
2	"自分にお金を使うのが、いちばん後回しになる人。
札幌市西区で自律神経を見る仕事をしてますが、これは回復の早さに直結します。
無料の情報で済ませようとする。
人に頼るのを申し訳なく思う。
休む事すら贅沢に感じる。
子供の塾代には使えるのに。
責めてるのではないです。
自分に使っていい、が入ってない自己価値低い状態なので。
これ見たって動けない人はどうにもならないが、動けた人は全力で助ける。
子供だって塾行かなきゃ伸びないんだから自分も無課金じゃ変わらんて。
後回しにして無料情報見てる人が変わる事は考えにくい。ぜひDMください。"	2026/08/22	16	3
3	"3回目に来る頃には、だいたい主訴が減ってます。
札幌市西区で自律神経を見る仕事をしてますが、順番があります。
先に症状。倦怠感がハッキリ減ったと報告してくれる。
外出しても、翌日にダメージが残らない。
そのあと行動が変わる。
仕事量を増やしたくなる。言い返せなかった人が、言い返せるようになる。
そこから先はバラバラで、バイトを始めた人、起業した人、離婚した人がいる。
私が勧めたわけじゃない。体しかやってない。
体が動くと、止まってた決断が勝手に動く。
倦怠感が取れたら何をしたいか。それがある人、DMください。"	2026/08/22	17	0
4	"母親に「遠隔で一体何やってるの」と真顔で聞かれた事がある。
札幌市西区で自律神経を見る仕事をしてますが、確かにと思った。
親だから結構投稿見てるはずだが、それでも分からんよなと。
やってる事はこう。
先に痛いとこ動かさせてビフォーを取る、メンタル指標の眼球の動きも見ておく。
そのあと話を聞きながら、昔の出来事に今も反応してる分を除去していく。
あとは内臓や脳、背骨などにヒーリング。
受けてる側は何をされてるか分からないと思う。
私も他人にヒーリングされてる時、全く分からん。
だいたい電話で何されてるかなんて誰にもわからん。奇声を発するって訳でもなし。
ジュワワワワ～～～みたいなのは当然無い。
なのでちょいちょい現象確認を入れる。
「肝臓やってみました、今腰痛どうですか？」みたいに。
首の痛みが最初の10から6とかになってれば当たってた、で判断してます。
信じてくれって材料なんて固定投稿のお客様の声しかない、あとDMで返事することと。"	2026/08/22	17	57
5	"DMをくれる前に、大体もう色々試してきてる皆様。
札幌市西区で自律神経を見る仕事をしてますが、だいたい一通り済ませてから来ます。
・MRI、血液、休養、運動。色々やって変わらず
・マッサージと整骨院を何軒か回って、その日だけ楽になるのを繰り返してる
・サプリを飲んでるが、何が効いてるか自分でも分からなくなってる
・カウンセリングで話は聞いてもらえたが、体は変わらなかった
・本を読んで、自分でノートに書き出してみた
ここまでやってる人、DMください。無駄になってないので。
特に自分はコレが原因なんじゃないかとある人、馬鹿にしないので言ってください。"	2026/08/22	18	54
6	"上座の良くないとこは、本人が困ってない事です。
札幌市西区で自律神経を見てますが、来るのは家族の人。
奥さんが不眠。子どもが起立性。
旦那本人は「ウチは何も問題ない」と言う。
そりゃそうです。削られてるのは合わせてる側なので。
困ってないから直しに来ない。だから一生そのまま上座。
老人になって居場所なくすて。
こういう家の子が20年後に患者として来る。
その子は私が勝たせます。"	2026/08/22	19	51
7	"事故から数ヶ月経って、まだ何かおかしいと感じてる人へ。
札幌市西区で自律神経を見る仕事をしてますが、ウチは整骨院なので交通事故も見てます。
自賠責が適応になれば、負担ゼロで受けられる。
整形外科と併用もできる。どちらか選ぶ必要はない。
あと、事故のケガは後から自律神経症状が出る事がある。
しびれ、吐き気、眠れない。ぶつけた所とは関係なく出てくる。
今その状況の人がいたら声をかけてくれ。
今じゃない人は、記憶の隅に置いといてください。"	2026/08/22	20	48
8	"初回の時、「目を見て話すのが苦手で」と言いながら下ばっかり向いてた人がいた。
札幌市西区で自律神経を見る仕事をしてますが、3回目の施術中、世間話の途中でふと目が合った。
本人は多分気づいてない。こっちは「あ、今目合ったな」って伝える。
こういう小さい変化は喜ばしい。"	2026/08/22	21	45
