1	"こういう人は、うちの領分。
・家がゴミ屋敷だった
・「あなたのために」を理由に、断れない空気を作られてきた
・兄弟姉妹と比べられ続けて、劣ってる方の役を割り振られてきた
・人の顔色を読むのが得意すぎて、自分の顔色が分からない
・心から好きと思える人が、大人になって一人もいない
一つでも刺さったなら、今日話は早い。
症状の名前より、育ちの中身を先に聞かせてくれ。
そこから先の見立ては、私がやる。
気になる人は、DMをくれ。"	2026/07/09	12	0
2	"はっきり言う。これは私の専門分野。
・食事を与えられていない日があった
・親が仕事をすぐ辞める人だった
・進みたい進路を、親に一方的に決められて潰された
・容姿や成績を、親戚の前でからかいのネタにされた
・本音を出したら見捨てられる、と体が覚えてる
DMで一番多い相談も、実はこの並びのどれか。
これを専門で見てる人、そう多くない。
その分、私は誰よりもここが得意。
DMで「予約」とお願いいたします。"	2026/07/09	13	30
3	"こんな環境で育った人へ。
・両親のことを今も軽蔑している
・祖母の家に預けられる日が多かった
・場を丸く収めるのが、いつの間にか自分の役目になっていた
・自分が幸せそうにしてると、親の機嫌が悪くなる
・配偶者ですら本音を言うと幻滅されると思う
これ、性格でも気合いの問題でもない。
育ちの中で、深層意識が警戒したまま固まってる状態。
一つでも当てはまるなら、話は早い。
気になる人は、DMをくれ。"	2026/07/09	15	0
